index,Įstaigos_pavadinimas,Medikų_kiekis__VISO,Karantinuota__VISO,Medikų_kiekis_30___50_m_,Karantinuota_viso_30___50_m_,Medikų_kiekis_50__,Karantinuota_viso_50__,Medikai_reanimatologai__VISO,Karantinuota_reanimatologai__VISO,Atsarga,Apmokyti_medikai,FID,insert_timestamp
3,VšĮ Šv. Roko ligoninė,169,7,,1,,6,0,0,0,0,4,2020-03-23 11:00:03.448811
4,VšĮ Antakalnio poliklinika,443,13,,11,,2,3,0,0,0,5,2020-03-23 11:00:03.448811
5,VšĮ Karoliniškių poliklinika,166,7,,7,,0,3,0,0,0,6,2020-03-23 11:00:03.448811
6,VšĮ Lazdynų poliklinika,139,6,,5,,1,0,0,0,0,7,2020-03-23 11:00:03.448811
7,"VšĮ Centro poliklinika, Dienos stacionaras",862,16,,0,,0,3,0,0,0,8,2020-03-23 11:00:03.448811
8,VšĮ Naujininkų poliklinika,124,1,,0,,1,0,0,0,0,9,2020-03-23 11:00:03.448811
9,VšĮ Naujosios Vilnios poliklinika,132,3,,2,,1,0,0,0,0,10,2020-03-23 11:00:03.448811
10,VšĮ Šeškinės poliklinika,448,25,,11,,14,0,0,0,0,11,2020-03-23 11:00:03.448811
11,VšĮ Greitosios medicinos pagalbos stotis,380,10,,10,,4,0,0,0,0,12,2020-03-23 11:00:03.448811
12,VšĮ Vilniaus miesto psichikos sveikatos centras,196,5,,4,,1,0,0,0,0,13,2020-03-23 11:00:03.448811
13,VšĮ Grigiškių sveikatos priežiūros centras palaikomojo gydymo ir slaugos ligoninė,43,0,,0,,0,0,0,0,0,14,2020-03-23 11:00:03.448811
14,BĮ Vilniaus visuomenės sveikatos biuras,0,0,,0,,0,0,0,0,0,15,2020-03-23 11:00:03.448811
15,BĮ Vilniaus sutrikusio vystymosi kūdikių namai-pagalbos centras „Šeimos slėnis“,0,0,,0,,0,0,0,0,0,16,2020-03-23 11:00:03.448811
16,VšĮ Vilniaus universiteto ligoninė Santaros klinikos,0,0,,0,,0,0,0,0,0,17,2020-03-23 11:00:03.448811
17,VšĮ Respublikinė Vilniaus universitetinė ligoninė,0,0,,0,,0,0,0,0,0,18,2020-03-23 11:00:03.448811
18,VšĮ VUL Žalgirio klinika,95,0,,0,,0,9,0,0,0,19,2020-03-23 11:00:03.448811
0,VšĮ Vilkpėdės ligoninė,167,4,,0,,4,0,0,0,0,1,2020-03-23 12:00:05.274190
1,VšĮ Mykolo Marcinkevičiaus ligoninė,0,0,,0,,0,0,0,0,0,2,2020-03-23 12:00:05.274190
2,VšĮ Vilniaus miesto klinikinė ligoninė,0,0,,0,,0,0,0,0,0,3,2020-03-23 12:00:05.274190
3,VšĮ Šv. Roko ligoninė,169,7,,1,,6,0,0,0,0,4,2020-03-23 12:00:05.274190
4,VšĮ Antakalnio poliklinika,443,13,,11,,2,3,0,0,0,5,2020-03-23 12:00:05.274190
5,VšĮ Karoliniškių poliklinika,166,7,,7,,0,3,0,0,0,6,2020-03-23 12:00:05.274190
6,VšĮ Lazdynų poliklinika,139,6,,5,,1,0,0,0,0,7,2020-03-23 12:00:05.274190
7,"VšĮ Centro poliklinika, Dienos stacionaras",862,16,,0,,0,3,0,0,0,8,2020-03-23 12:00:05.274190
8,VšĮ Naujininkų poliklinika,124,1,,0,,1,0,0,0,0,9,2020-03-23 12:00:05.274190
9,VšĮ Naujosios Vilnios poliklinika,132,3,,2,,1,0,0,0,0,10,2020-03-23 12:00:05.274190
10,VšĮ Šeškinės poliklinika,448,25,,11,,14,0,0,0,0,11,2020-03-23 12:00:05.274190
11,VšĮ Greitosios medicinos pagalbos stotis,380,10,,10,,4,0,0,0,0,12,2020-03-23 12:00:05.274190
12,VšĮ Vilniaus miesto psichikos sveikatos centras,196,5,,4,,1,0,0,0,0,13,2020-03-23 12:00:05.274190
13,VšĮ Grigiškių sveikatos priežiūros centras palaikomojo gydymo ir slaugos ligoninė,43,0,,0,,0,0,0,0,0,14,2020-03-23 12:00:05.274190
14,BĮ Vilniaus visuomenės sveikatos biuras,0,0,,0,,0,0,0,0,0,15,2020-03-23 12:00:05.274190
15,BĮ Vilniaus sutrikusio vystymosi kūdikių namai-pagalbos centras „Šeimos slėnis“,0,0,,0,,0,0,0,0,0,16,2020-03-23 12:00:05.274190
16,VšĮ Vilniaus universiteto ligoninė Santaros klinikos,0,0,,0,,0,0,0,0,0,17,2020-03-23 12:00:05.274190
17,VšĮ Respublikinė Vilniaus universitetinė ligoninė,0,0,,0,,0,0,0,0,0,18,2020-03-23 12:00:05.274190
18,VšĮ VUL Žalgirio klinika,95,0,,0,,0,9,0,0,0,19,2020-03-23 12:00:05.274190
0,VšĮ Vilkpėdės ligoninė,167,4,,0,,4,0,0,0,0,1,2020-03-23 13:00:03.139367
1,VšĮ Mykolo Marcinkevičiaus ligoninė,0,0,,0,,0,0,0,0,0,2,2020-03-23 13:00:03.139367
2,VšĮ Vilniaus miesto klinikinė ligoninė,0,0,,0,,0,0,0,0,0,3,2020-03-23 13:00:03.139367
3,VšĮ Šv. Roko ligoninė,169,7,,1,,6,0,0,0,0,4,2020-03-23 13:00:03.139367
4,VšĮ Antakalnio poliklinika,443,13,,11,,2,3,0,0,0,5,2020-03-23 13:00:03.139367
5,VšĮ Karoliniškių poliklinika,166,7,,7,,0,3,0,0,0,6,2020-03-23 13:00:03.139367
6,VšĮ Lazdynų poliklinika,139,6,,5,,1,0,0,0,0,7,2020-03-23 13:00:03.139367
7,"VšĮ Centro poliklinika, Dienos stacionaras",862,16,,0,,0,3,0,0,0,8,2020-03-23 13:00:03.139367
8,VšĮ Naujininkų poliklinika,124,1,,0,,1,0,0,0,0,9,2020-03-23 13:00:03.139367
9,VšĮ Naujosios Vilnios poliklinika,132,3,,2,,1,0,0,0,0,10,2020-03-23 13:00:03.139367
10,VšĮ Šeškinės poliklinika,448,25,,11,,14,0,0,0,0,11,2020-03-23 13:00:03.139367
11,VšĮ Greitosios medicinos pagalbos stotis,380,10,,10,,4,0,0,0,0,12,2020-03-23 13:00:03.139367
12,VšĮ Vilniaus miesto psichikos sveikatos centras,196,5,,4,,1,0,0,0,0,13,2020-03-23 13:00:03.139367
13,VšĮ Grigiškių sveikatos priežiūros centras palaikomojo gydymo ir slaugos ligoninė,43,0,,0,,0,0,0,0,0,14,2020-03-23 13:00:03.139367
14,BĮ Vilniaus visuomenės sveikatos biuras,0,0,,0,,0,0,0,0,0,15,2020-03-23 13:00:03.139367
15,BĮ Vilniaus sutrikusio vystymosi kūdikių namai-pagalbos centras „Šeimos slėnis“,0,0,,0,,0,0,0,0,0,16,2020-03-23 13:00:03.139367
16,VšĮ Vilniaus universiteto ligoninė Santaros klinikos,0,0,,0,,0,0,0,0,0,17,2020-03-23 13:00:03.139367
17,VšĮ Respublikinė Vilniaus universitetinė ligoninė,0,0,,0,,0,0,0,0,0,18,2020-03-23 13:00:03.139367
18,VšĮ VUL Žalgirio klinika,95,0,,0,,0,9,0,0,0,19,2020-03-23 13:00:03.139367
0,VšĮ Vilkpėdės ligoninė,167,4,,0,,4,0,0,0,0,1,2020-03-23 14:00:03.770678
1,VšĮ Mykolo Marcinkevičiaus ligoninė,0,0,,0,,0,0,0,0,0,2,2020-03-23 14:00:03.770678
2,VšĮ Vilniaus miesto klinikinė ligoninė,0,0,,0,,0,0,0,0,0,3,2020-03-23 14:00:03.770678
3,VšĮ Šv. Roko ligoninė,169,7,,1,,6,0,0,0,0,4,2020-03-23 14:00:03.770678
4,VšĮ Antakalnio poliklinika,443,13,,11,,2,3,0,0,0,5,2020-03-23 14:00:03.770678
5,VšĮ Karoliniškių poliklinika,166,7,,7,,0,3,0,0,0,6,2020-03-23 14:00:03.770678
6,VšĮ Lazdynų poliklinika,139,6,,5,,1,0,0,0,0,7,2020-03-23 14:00:03.770678
7,"VšĮ Centro poliklinika, Dienos stacionaras",862,16,,0,,0,3,0,0,0,8,2020-03-23 14:00:03.770678
8,VšĮ Naujininkų poliklinika,124,1,,0,,1,0,0,0,0,9,2020-03-23 14:00:03.770678
9,VšĮ Naujosios Vilnios poliklinika,132,3,,2,,1,0,0,0,0,10,2020-03-23 14:00:03.770678
10,VšĮ Šeškinės poliklinika,448,25,,11,,14,0,0,0,0,11,2020-03-23 14:00:03.770678
11,VšĮ Greitosios medicinos pagalbos stotis,380,10,,10,,4,0,0,0,0,12,2020-03-23 14:00:03.770678
12,VšĮ Vilniaus miesto psichikos sveikatos centras,196,5,,4,,1,0,0,0,0,13,2020-03-23 14:00:03.770678
13,VšĮ Grigiškių sveikatos priežiūros centras palaikomojo gydymo ir slaugos ligoninė,43,0,,0,,0,0,0,0,0,14,2020-03-23 14:00:03.770678
14,BĮ Vilniaus visuomenės sveikatos biuras,0,0,,0,,0,0,0,0,0,15,2020-03-23 14:00:03.770678
15,BĮ Vilniaus sutrikusio vystymosi kūdikių namai-pagalbos centras „Šeimos slėnis“,0,0,,0,,0,0,0,0,0,16,2020-03-23 14:00:03.770678
16,VšĮ Vilniaus universiteto ligoninė Santaros klinikos,0,0,,0,,0,0,0,0,0,17,2020-03-23 14:00:03.770678
17,VšĮ Respublikinė Vilniaus universitetinė ligoninė,0,0,,0,,0,0,0,0,0,18,2020-03-23 14:00:03.770678
18,VšĮ VUL Žalgirio klinika,95,0,,0,,0,9,0,0,0,19,2020-03-23 14:00:03.770678
0,VšĮ Vilkpėdės ligoninė,,,,,,,,,,,1,2020-03-23 15:00:04.948810
1,VšĮ Mykolo Marcinkevičiaus ligoninė,,,,,,,,,,,2,2020-03-23 15:00:04.948810
2,VšĮ Vilniaus miesto klinikinė ligoninė,,,,,,,,,,,3,2020-03-23 15:00:04.948810
3,VšĮ Šv. Roko ligoninė,,,,,,,,,,,4,2020-03-23 15:00:04.948810
4,VšĮ Antakalnio poliklinika,,,,,,,,,,,5,2020-03-23 15:00:04.948810
5,VšĮ Karoliniškių poliklinika,,,,,,,,,,,6,2020-03-23 15:00:04.948810
6,VšĮ Lazdynų poliklinika,,,,,,,,,,,7,2020-03-23 15:00:04.948810
7,"VšĮ Centro poliklinika, Dienos stacionaras",,,,,,,,,,,8,2020-03-23 15:00:04.948810
8,VšĮ Naujininkų poliklinika,,,,,,,,,,,9,2020-03-23 15:00:04.948810
9,VšĮ Naujosios Vilnios poliklinika,,,,,,,,,,,10,2020-03-23 15:00:04.948810
10,VšĮ Šeškinės poliklinika,,,,,,,,,,,11,2020-03-23 15:00:04.948810
11,VšĮ Greitosios medicinos pagalbos stotis,,,,,,,,,,,12,2020-03-23 15:00:04.948810
12,VšĮ Vilniaus miesto psichikos sveikatos centras,,,,,,,,,,,13,2020-03-23 15:00:04.948810
13,VšĮ Grigiškių sveikatos priežiūros centras palaikomojo gydymo ir slaugos ligoninė,,,,,,,,,,,14,2020-03-23 15:00:04.948810
14,BĮ Vilniaus visuomenės sveikatos biuras,,,,,,,,,,,15,2020-03-23 15:00:04.948810
15,BĮ Vilniaus sutrikusio vystymosi kūdikių namai-pagalbos centras „Šeimos slėnis“,,,,,,,,,,,16,2020-03-23 15:00:04.948810
16,VšĮ Vilniaus universiteto ligoninė Santaros klinikos,,,,,,,,,,,17,2020-03-23 15:00:04.948810
17,VšĮ Respublikinė Vilniaus universitetinė ligoninė,,,,,,,,,,,18,2020-03-23 15:00:04.948810
18,VšĮ VUL Žalgirio klinika,,,,,,,,,,,19,2020-03-23 15:00:04.948810
19,VšĮ Krikščionių medicinos centras,,,,,,,,,,,20,2020-03-23 15:00:04.948810
20,UAB Saulėtekio klinika,,,,,,,,,,,21,2020-03-23 15:00:04.948810
21,UAB Gemma sveikatos centras,,,,,,,,,,,22,2020-03-23 15:00:04.948810
22,UAB Baltupių šeimos medicinos centras,,,,,,,,,,,23,2020-03-23 15:00:04.948810
23,Šeimos gydymo klinika,,,,,,,,,,,24,2020-03-23 15:00:04.948810
24,UAB Alicija ir partneriai",,,,,,,,,,,25,2020-03-23 15:00:04.948810
25,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,26,2020-03-23 15:00:04.948810
26,UAB Žvėryno klinika,,,,,,,,,,,27,2020-03-23 15:00:04.948810
27,Všį Balsių šeimos medicinos centras,,,,,,,,,,,28,2020-03-23 15:00:04.948810
28,Medicinos paslaugų centras,,,,,,,,,,,29,2020-03-23 15:00:04.948810
29,Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras,,,,,,,,,,,30,2020-03-23 15:00:04.948810
30,"Šeimos klinika, UAB",,,,,,,,,,,31,2020-03-23 15:00:04.948810
31,"Sveikatos klinika (Vilniaus sveikatos namai, UAB)",,,,,,,,,,,32,2020-03-23 15:00:04.948810
32,UAB InMedica,,,,,,,,,,,33,2020-03-23 15:00:04.948810
33,UAB "Neuromeda',,,,,,,,,,,34,2020-03-23 15:00:04.948810
34,VŠĮ Vilniaus rajono centrinė poliklinika,,,,,,,,,,,35,2020-03-23 15:00:04.948810
35,I.Į.I.Kurcevič bendrosios praktikos gydytojo kabinetas,,,,,,,,,,,36,2020-03-23 15:00:04.948810
0,VšĮ Vilkpėdės ligoninė,,,,,,,,,,,1,2020-03-23 16:00:05.713101
1,VšĮ Mykolo Marcinkevičiaus ligoninė,,,,,,,,,,,2,2020-03-23 16:00:05.713101
2,VšĮ Vilniaus miesto klinikinė ligoninė,,,,,,,,,,,3,2020-03-23 16:00:05.713101
3,VšĮ Šv. Roko ligoninė,,,,,,,,,,,4,2020-03-23 16:00:05.713101
4,VšĮ Antakalnio poliklinika,,,,,,,,,,,5,2020-03-23 16:00:05.713101
5,VšĮ Karoliniškių poliklinika,,,,,,,,,,,6,2020-03-23 16:00:05.713101
6,VšĮ Lazdynų poliklinika,,,,,,,,,,,7,2020-03-23 16:00:05.713101
7,"VšĮ Centro poliklinika, Dienos stacionaras",,,,,,,,,,,8,2020-03-23 16:00:05.713101
8,VšĮ Naujininkų poliklinika,,,,,,,,,,,9,2020-03-23 16:00:05.713101
9,VšĮ Naujosios Vilnios poliklinika,,,,,,,,,,,10,2020-03-23 16:00:05.713101
10,VšĮ Šeškinės poliklinika,,,,,,,,,,,11,2020-03-23 16:00:05.713101
11,VšĮ Greitosios medicinos pagalbos stotis,,,,,,,,,,,12,2020-03-23 16:00:05.713101
12,VšĮ Vilniaus miesto psichikos sveikatos centras,,,,,,,,,,,13,2020-03-23 16:00:05.713101
13,VšĮ Grigiškių sveikatos priežiūros centras palaikomojo gydymo ir slaugos ligoninė,,,,,,,,,,,14,2020-03-23 16:00:05.713101
14,BĮ Vilniaus visuomenės sveikatos biuras,,,,,,,,,,,15,2020-03-23 16:00:05.713101
15,BĮ Vilniaus sutrikusio vystymosi kūdikių namai-pagalbos centras „Šeimos slėnis“,,,,,,,,,,,16,2020-03-23 16:00:05.713101
16,VšĮ Vilniaus universiteto ligoninė Santaros klinikos,,,,,,,,,,,17,2020-03-23 16:00:05.713101
17,VšĮ Respublikinė Vilniaus universitetinė ligoninė,,,,,,,,,,,18,2020-03-23 16:00:05.713101
18,VšĮ VUL Žalgirio klinika,,,,,,,,,,,19,2020-03-23 16:00:05.713101
19,VšĮ Krikščionių medicinos centras,,,,,,,,,,,20,2020-03-23 16:00:05.713101
20,UAB Saulėtekio klinika,,,,,,,,,,,21,2020-03-23 16:00:05.713101
21,UAB Gemma sveikatos centras,,,,,,,,,,,22,2020-03-23 16:00:05.713101
22,UAB Baltupių šeimos medicinos centras,,,,,,,,,,,23,2020-03-23 16:00:05.713101
23,Šeimos gydymo klinika,,,,,,,,,,,24,2020-03-23 16:00:05.713101
24,UAB Alicija ir partneriai",,,,,,,,,,,25,2020-03-23 16:00:05.713101
25,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,26,2020-03-23 16:00:05.713101
26,UAB Žvėryno klinika,,,,,,,,,,,27,2020-03-23 16:00:05.713101
27,Všį Balsių šeimos medicinos centras,,,,,,,,,,,28,2020-03-23 16:00:05.713101
28,Medicinos paslaugų centras,,,,,,,,,,,29,2020-03-23 16:00:05.713101
29,Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras,,,,,,,,,,,30,2020-03-23 16:00:05.713101
30,"Šeimos klinika, UAB",,,,,,,,,,,31,2020-03-23 16:00:05.713101
31,"Sveikatos klinika (Vilniaus sveikatos namai, UAB)",,,,,,,,,,,32,2020-03-23 16:00:05.713101
32,UAB InMedica,,,,,,,,,,,33,2020-03-23 16:00:05.713101
33,UAB "Neuromeda',,,,,,,,,,,34,2020-03-23 16:00:05.713101
34,VŠĮ Vilniaus rajono centrinė poliklinika,,,,,,,,,,,35,2020-03-23 16:00:05.713101
35,I.Į.I.Kurcevič bendrosios praktikos gydytojo kabinetas,,,,,,,,,,,36,2020-03-23 16:00:05.713101
36,BĮ Nacionalinis vėžio institutas,,,,,,,,,,,37,2020-03-23 16:00:05.713101
37,UAB sveikatos centras Gilės,,,,,,,,,,,38,2020-03-23 16:00:05.713101
0,VšĮ Vilkpėdės ligoninė,,,,,,,,,,,1,2020-03-23 17:00:04.125769
1,VšĮ Mykolo Marcinkevičiaus ligoninė,,,,,,,,,,,2,2020-03-23 17:00:04.125769
2,VšĮ Vilniaus miesto klinikinė ligoninė,,,,,,,,,,,3,2020-03-23 17:00:04.125769
3,VšĮ Šv. Roko ligoninė,,,,,,,,,,,4,2020-03-23 17:00:04.125769
4,VšĮ Antakalnio poliklinika,,,,,,,,,,,5,2020-03-23 17:00:04.125769
5,VšĮ Karoliniškių poliklinika,,,,,,,,,,,6,2020-03-23 17:00:04.125769
6,VšĮ Lazdynų poliklinika,,,,,,,,,,,7,2020-03-23 17:00:04.125769
7,"VšĮ Centro poliklinika, Dienos stacionaras",,,,,,,,,,,8,2020-03-23 17:00:04.125769
12,VšĮ Vilniaus miesto psichikos sveikatos centras,,,,,,,,,,,13,2020-03-23 17:00:04.125769
13,VšĮ Grigiškių sveikatos priežiūros centras palaikomojo gydymo ir slaugos ligoninė,,,,,,,,,,,14,2020-03-23 17:00:04.125769
14,BĮ Vilniaus visuomenės sveikatos biuras,,,,,,,,,,,15,2020-03-23 17:00:04.125769
15,BĮ Vilniaus sutrikusio vystymosi kūdikių namai-pagalbos centras „Šeimos slėnis“,,,,,,,,,,,16,2020-03-23 17:00:04.125769
16,VšĮ Vilniaus universiteto ligoninė Santaros klinikos,,,,,,,,,,,17,2020-03-23 17:00:04.125769
17,VšĮ Respublikinė Vilniaus universitetinė ligoninė,,,,,,,,,,,18,2020-03-23 17:00:04.125769
18,VšĮ VUL Žalgirio klinika,,,,,,,,,,,19,2020-03-23 17:00:04.125769
19,VšĮ Krikščionių medicinos centras,,,,,,,,,,,20,2020-03-23 17:00:04.125769
20,UAB Saulėtekio klinika,,,,,,,,,,,21,2020-03-23 17:00:04.125769
21,UAB Gemma sveikatos centras,,,,,,,,,,,22,2020-03-23 17:00:04.125769
22,UAB Baltupių šeimos medicinos centras,,,,,,,,,,,23,2020-03-23 17:00:04.125769
23,Šeimos gydymo klinika,,,,,,,,,,,24,2020-03-23 17:00:04.125769
24,UAB Alicija ir partneriai",,,,,,,,,,,25,2020-03-23 17:00:04.125769
25,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,26,2020-03-23 17:00:04.125769
26,UAB Žvėryno klinika,,,,,,,,,,,27,2020-03-23 17:00:04.125769
27,Všį Balsių šeimos medicinos centras,,,,,,,,,,,28,2020-03-23 17:00:04.125769
28,Medicinos paslaugų centras,,,,,,,,,,,29,2020-03-23 17:00:04.125769
29,Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras,,,,,,,,,,,30,2020-03-23 17:00:04.125769
30,"Šeimos klinika, UAB",,,,,,,,,,,31,2020-03-23 17:00:04.125769
31,"Sveikatos klinika (Vilniaus sveikatos namai, UAB)",,,,,,,,,,,32,2020-03-23 17:00:04.125769
32,UAB InMedica,,,,,,,,,,,33,2020-03-23 17:00:04.125769
33,UAB "Neuromeda',,,,,,,,,,,34,2020-03-23 17:00:04.125769
34,VŠĮ Vilniaus rajono centrinė poliklinika,,,,,,,,,,,35,2020-03-23 17:00:04.125769
35,I.Į.I.Kurcevič bendrosios praktikos gydytojo kabinetas,,,,,,,,,,,36,2020-03-23 17:00:04.125769
36,BĮ Nacionalinis vėžio institutas,,,,,,,,,,,37,2020-03-23 17:00:04.125769
37,UAB sveikatos centras Gilės,,,,,,,,,,,38,2020-03-23 17:00:04.125769
0,VšĮ Vilkpėdės ligoninė,,,,,,,,,,,1,2020-03-23 18:00:05.057278
1,VšĮ Mykolo Marcinkevičiaus ligoninė,,,,,,,,,,,2,2020-03-23 18:00:05.057278
2,VšĮ Vilniaus miesto klinikinė ligoninė,,,,,,,,,,,3,2020-03-23 18:00:05.057278
3,VšĮ Šv. Roko ligoninė,,,,,,,,,,,4,2020-03-23 18:00:05.057278
4,VšĮ Antakalnio poliklinika,,,,,,,,,,,5,2020-03-23 18:00:05.057278
5,VšĮ Karoliniškių poliklinika,,,,,,,,,,,6,2020-03-23 18:00:05.057278
6,VšĮ Lazdynų poliklinika,,,,,,,,,,,7,2020-03-23 18:00:05.057278
7,"VšĮ Centro poliklinika, Dienos stacionaras",,,,,,,,,,,8,2020-03-23 18:00:05.057278
8,VšĮ Naujininkų poliklinika,,,,,,,,,,,9,2020-03-23 18:00:05.057278
9,VšĮ Naujosios Vilnios poliklinika,,,,,,,,,,,10,2020-03-23 18:00:05.057278
10,VšĮ Šeškinės poliklinika,,,,,,,,,,,11,2020-03-23 18:00:05.057278
11,VšĮ Greitosios medicinos pagalbos stotis,,,,,,,,,,,12,2020-03-23 18:00:05.057278
12,VšĮ Vilniaus miesto psichikos sveikatos centras,,,,,,,,,,,13,2020-03-23 18:00:05.057278
13,VšĮ Grigiškių sveikatos priežiūros centras palaikomojo gydymo ir slaugos ligoninė,,,,,,,,,,,14,2020-03-23 18:00:05.057278
14,BĮ Vilniaus visuomenės sveikatos biuras,,,,,,,,,,,15,2020-03-23 18:00:05.057278
15,BĮ Vilniaus sutrikusio vystymosi kūdikių namai-pagalbos centras „Šeimos slėnis“,,,,,,,,,,,16,2020-03-23 18:00:05.057278
16,VšĮ Vilniaus universiteto ligoninė Santaros klinikos,,,,,,,,,,,17,2020-03-23 18:00:05.057278
17,VšĮ Respublikinė Vilniaus universitetinė ligoninė,,,,,,,,,,,18,2020-03-23 18:00:05.057278
18,VšĮ VUL Žalgirio klinika,,,,,,,,,,,19,2020-03-23 18:00:05.057278
19,VšĮ Krikščionių medicinos centras,,,,,,,,,,,20,2020-03-23 18:00:05.057278
20,UAB Saulėtekio klinika,,,,,,,,,,,21,2020-03-23 18:00:05.057278
21,UAB Gemma sveikatos centras,,,,,,,,,,,22,2020-03-23 18:00:05.057278
22,UAB Baltupių šeimos medicinos centras,,,,,,,,,,,23,2020-03-23 18:00:05.057278
23,Šeimos gydymo klinika,,,,,,,,,,,24,2020-03-23 18:00:05.057278
24,UAB Alicija ir partneriai",,,,,,,,,,,25,2020-03-23 18:00:05.057278
25,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,26,2020-03-23 18:00:05.057278
26,UAB Žvėryno klinika,,,,,,,,,,,27,2020-03-23 18:00:05.057278
27,Všį Balsių šeimos medicinos centras,,,,,,,,,,,28,2020-03-23 18:00:05.057278
28,Medicinos paslaugų centras,,,,,,,,,,,29,2020-03-23 18:00:05.057278
29,Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras,,,,,,,,,,,30,2020-03-23 18:00:05.057278
30,"Šeimos klinika, UAB",,,,,,,,,,,31,2020-03-23 18:00:05.057278
31,"Sveikatos klinika (Vilniaus sveikatos namai, UAB)",,,,,,,,,,,32,2020-03-23 18:00:05.057278
32,UAB InMedica,,,,,,,,,,,33,2020-03-23 18:00:05.057278
33,UAB "Neuromeda',,,,,,,,,,,34,2020-03-23 18:00:05.057278
34,VŠĮ Vilniaus rajono centrinė poliklinika,,,,,,,,,,,35,2020-03-23 18:00:05.057278
35,I.Į.I.Kurcevič bendrosios praktikos gydytojo kabinetas,,,,,,,,,,,36,2020-03-23 18:00:05.057278
36,BĮ Nacionalinis vėžio institutas,,,,,,,,,,,37,2020-03-23 18:00:05.057278
37,UAB sveikatos centras Gilės,,,,,,,,,,,38,2020-03-23 18:00:05.057278
1,VšĮ Mykolo Marcinkevičiaus ligoninė,,,,,,,,,,,2,2020-03-23 19:00:05.002503
2,VšĮ Vilniaus miesto klinikinė ligoninė,,,,,,,,,,,3,2020-03-23 19:00:05.002503
3,VšĮ Šv. Roko ligoninė,,,,,,,,,,,4,2020-03-23 19:00:05.002503
4,VšĮ Antakalnio poliklinika,,,,,,,,,,,5,2020-03-23 19:00:05.002503
5,VšĮ Karoliniškių poliklinika,,,,,,,,,,,6,2020-03-23 19:00:05.002503
6,VšĮ Lazdynų poliklinika,,,,,,,,,,,7,2020-03-23 19:00:05.002503
7,"VšĮ Centro poliklinika, Dienos stacionaras",,,,,,,,,,,8,2020-03-23 19:00:05.002503
8,VšĮ Naujininkų poliklinika,,,,,,,,,,,9,2020-03-23 19:00:05.002503
9,VšĮ Naujosios Vilnios poliklinika,,,,,,,,,,,10,2020-03-23 19:00:05.002503
10,VšĮ Šeškinės poliklinika,,,,,,,,,,,11,2020-03-23 19:00:05.002503
11,VšĮ Greitosios medicinos pagalbos stotis,,,,,,,,,,,12,2020-03-23 19:00:05.002503
12,VšĮ Vilniaus miesto psichikos sveikatos centras,,,,,,,,,,,13,2020-03-23 19:00:05.002503
13,VšĮ Grigiškių sveikatos priežiūros centras palaikomojo gydymo ir slaugos ligoninė,,,,,,,,,,,14,2020-03-23 19:00:05.002503
14,BĮ Vilniaus visuomenės sveikatos biuras,,,,,,,,,,,15,2020-03-23 19:00:05.002503
15,BĮ Vilniaus sutrikusio vystymosi kūdikių namai-pagalbos centras „Šeimos slėnis“,,,,,,,,,,,16,2020-03-23 19:00:05.002503
16,VšĮ Vilniaus universiteto ligoninė Santaros klinikos,,,,,,,,,,,17,2020-03-23 19:00:05.002503
17,VšĮ Respublikinė Vilniaus universitetinė ligoninė,,,,,,,,,,,18,2020-03-23 19:00:05.002503
18,VšĮ VUL Žalgirio klinika,,,,,,,,,,,19,2020-03-23 19:00:05.002503
19,VšĮ Krikščionių medicinos centras,,,,,,,,,,,20,2020-03-23 19:00:05.002503
20,UAB Saulėtekio klinika,,,,,,,,,,,21,2020-03-23 19:00:05.002503
21,UAB Gemma sveikatos centras,,,,,,,,,,,22,2020-03-23 19:00:05.002503
22,UAB Baltupių šeimos medicinos centras,,,,,,,,,,,23,2020-03-23 19:00:05.002503
23,Šeimos gydymo klinika,,,,,,,,,,,24,2020-03-23 19:00:05.002503
24,UAB Alicija ir partneriai",,,,,,,,,,,25,2020-03-23 19:00:05.002503
25,VšĮ Justiniškių šeimos gydytojų kabinetas,,,,,,,,,,,26,2020-03-23 19:00:05.002503
26,UAB Žvėryno klinika,,,,,,,,,,,27,2020-03-23 19:00:05.002503
27,Všį Balsių šeimos medicinos centras,,,,,,,,,,,28,2020-03-23 19:00:05.002503
28,Medicinos paslaugų centras,,,,,,,,,,,29,2020-03-23 19:00:05.002503
29,Lietuvos Respublikos vidaus reikalų ministerijos Medicinos centras,,,,,,,,,,,30,2020-03-23 19:00:05.002503
30,"Šeimos klinika, UAB",,,,,,,,,,,31,2020-03-23 19:00:05.002503
31,"Sveikatos klinika (Vilniaus sveikatos namai, UAB)",,,,,,,,,,,32,2020-03-23 19:00:05.002503
32,UAB InMedica,,,,,,,,,,,33,2020-03-23 19:00:05.002503
33,UAB "Neuromeda',,,,,,,,,,,34,2020-03-23 19:00:05.002503
34,VŠĮ Vilniaus rajono centrinė poliklinika,,,,,,,,,,,35,2020-03-23 19:00:05.002503
